"10:20:45.122 -> Soil: 83.0% | Temp: 31.3°C | Hum: 74.5%"
"11:14:50.060 -> Soil: 87.0% | Temp: 31.5°C | Hum: 70.5%"
"11:14:55.057 -> Soil: 87.0% | Temp: 31.5°C | Hum: 70.4%"
"11:15:00.051 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.6%"
"11:15:05.051 -> Soil: 87.0% | Temp: 31.5°C | Hum: 70.6%"
"11:15:10.042 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.5%"
"11:15:15.035 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.5%"
"11:15:20.073 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.4%"
"11:15:25.068 -> Soil: 87.0% | Temp: 31.5°C | Hum: 70.5%"
"11:15:30.060 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.5%"
"11:15:35.056 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.5%"
"11:15:40.050 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.6%"
"11:15:45.049 -> Soil: 87.0% | Temp: 31.5°C | Hum: 70.6%"
"11:15:50.042 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.5%"
"11:15:55.044 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.5%"
"11:16:00.044 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.6%"
"11:16:05.041 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.7%"
"11:16:10.040 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.7%"
"11:16:15.032 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.7%"
"11:16:20.079 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.6%"
"11:16:25.079 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.4%"
"11:16:30.068 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.7%"
"11:16:35.050 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.7%"
"11:16:40.057 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.7%"
"11:16:45.045 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.6%"
"11:16:50.039 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.6%"
"11:16:55.035 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.4%"
"11:17:00.033 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.6%"
"11:17:05.032 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.6%"
"11:17:10.073 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.5%"
"11:17:15.031 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.5%"
"11:17:20.074 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.4%"
"11:17:25.073 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.4%"
"11:17:30.062 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.3%"
"11:17:35.066 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.2%"
"11:17:40.062 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.3%"
"11:17:45.052 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.3%"
"11:17:50.071 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.5%"
"11:17:55.055 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.3%"
"11:18:00.038 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.2%"
"11:18:05.053 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.1%"
"11:18:10.067 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.0%"
"11:18:15.074 -> Soil: 86.0% | Temp: 31.6°C | Hum: 69.9%"
"11:18:20.050 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.1%"
"11:18:25.055 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.3%"
"11:18:30.038 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.3%"
"11:18:35.061 -> Soil: 86.0% | Temp: 31.6°C | Hum: 69.9%"
"11:18:40.056 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.0%"
"11:18:45.070 -> Soil: 87.0% | Temp: 31.6°C | Hum: 69.9%"
"11:18:50.052 -> Soil: 87.0% | Temp: 31.6°C | Hum: 69.8%"
"11:18:55.042 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.0%"
"11:19:00.060 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.0%"
"11:19:05.041 -> Soil: 86.0% | Temp: 31.6°C | Hum: 69.9%"
"11:19:10.057 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.0%"
"11:19:15.034 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.2%"
"11:19:20.050 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.1%"
"11:19:25.070 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.1%"
"11:19:30.050 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.1%"
"11:19:35.064 -> Soil: 87.0% | Temp: 31.6°C | Hum: 70.3%"
"11:19:40.061 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:19:45.044 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.0%"
"11:19:50.034 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.0%"
"11:19:55.055 -> Soil: 86.0% | Temp: 31.6°C | Hum: 69.9%"
"11:20:00.044 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:20:05.028 -> Soil: 86.0% | Temp: 31.6°C | Hum: 69.7%"
"11:20:10.029 -> Soil: 86.0% | Temp: 31.7°C | Hum: 69.9%"
"11:20:15.027 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.1%"
"11:20:20.063 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.1%"
"11:20:25.064 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.0%"
"11:20:30.065 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.0%"
"11:20:35.068 -> Soil: 87.0% | Temp: 31.7°C | Hum: 70.1%"
"11:20:40.055 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.0%"
"11:20:45.050 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.0%"
"11:20:50.049 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:20:55.055 -> Soil: 86.0% | Temp: 31.6°C | Hum: 69.9%"
"11:21:00.039 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.3%"
"11:21:05.068 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.1%"
"11:21:10.028 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.2%"
"11:21:15.046 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.4%"
"11:21:20.071 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:21:25.043 -> Soil: 86.0% | Temp: 31.7°C | Hum: 69.9%"
"11:21:30.051 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.1%"
"11:21:35.037 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.2%"
"11:21:40.069 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:21:45.065 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.1%"
"11:21:50.063 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.2%"
"11:21:55.066 -> Soil: 86.0% | Temp: 31.7°C | Hum: 69.9%"
"11:22:00.064 -> Soil: 86.0% | Temp: 31.6°C | Hum: 69.9%"
"11:22:05.060 -> Soil: 86.0% | Temp: 31.7°C | Hum: 69.9%"
"11:22:10.065 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.3%"
"11:22:15.062 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.1%"
"11:22:20.036 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:22:25.064 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.2%"
"11:22:30.025 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:22:35.065 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.1%"
"11:22:40.039 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.3%"
"11:22:45.036 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.1%"
"11:22:50.059 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:22:55.069 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.2%"
"11:23:00.067 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:23:05.055 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.4%"
"11:23:10.031 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:23:15.027 -> Soil: 87.0% | Temp: 31.7°C | Hum: 70.2%"
"11:23:20.046 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:23:25.029 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.1%"
"11:23:30.052 -> Soil: 86.0% | Temp: 31.7°C | Hum: 69.9%"
"11:23:35.068 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:23:40.037 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.2%"
"11:23:45.069 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:23:50.047 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:23:55.032 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.1%"
"11:24:00.043 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:24:05.065 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.2%"
"11:24:10.048 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:24:15.037 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.1%"
"11:24:20.025 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.1%"
"11:24:25.037 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.2%"
"11:24:30.052 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.3%"
"11:24:35.023 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.1%"
"11:24:40.053 -> Soil: 86.0% | Temp: 31.6°C | Hum: 70.4%"
"11:24:45.053 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.3%"
"11:24:50.058 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.3%"
"11:24:55.050 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:25:00.029 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.2%"
"11:25:05.021 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.1%"
"11:25:10.020 -> Soil: 86.0% | Temp: 31.7°C | Hum: 69.9%"
"11:25:15.023 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.2%"
"11:25:20.058 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.1%"
"11:25:25.049 -> Soil: 86.0% | Temp: 31.7°C | Hum: 69.9%"
"11:25:30.039 -> Soil: 86.0% | Temp: 31.7°C | Hum: 69.9%"
"11:25:35.063 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:25:40.055 -> Soil: 86.0% | Temp: 31.7°C | Hum: 69.9%"
"11:25:45.031 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.0%"
"11:25:50.056 -> Soil: 86.0% | Temp: 31.7°C | Hum: 69.9%"
"11:25:55.032 -> Soil: 87.0% | Temp: 31.7°C | Hum: 70.1%"
"11:26:00.031 -> Soil: 87.0% | Temp: 31.7°C | Hum: 70.1%"
"11:26:05.039 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.1%"
"11:26:10.039 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.3%"
"11:26:15.042 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.3%"
"11:26:20.033 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.2%"
"11:26:25.043 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.5%"
"11:26:30.041 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.6%"
"11:26:35.047 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.5%"
"11:26:40.050 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.3%"
"11:26:45.064 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.6%"
"11:26:50.037 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.5%"
"11:26:55.043 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.4%"
"11:27:00.029 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.8%"
"11:27:05.030 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.8%"
"11:27:10.033 -> Soil: 86.0% | Temp: 31.7°C | Hum: 71.0%"
"11:27:15.042 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.6%"
"11:27:20.042 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.4%"
"11:27:25.042 -> Soil: 86.0% | Temp: 31.8°C | Hum: 70.8%"
"11:27:30.039 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.9%"
"11:27:35.038 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.7%"
"11:27:40.037 -> Soil: 86.0% | Temp: 31.7°C | Hum: 71.0%"
"11:27:45.045 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.7%"
"11:27:50.055 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.8%"
"11:27:55.059 -> Soil: 85.0% | Temp: 31.8°C | Hum: 70.5%"
"11:28:00.023 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.9%"
"11:28:05.056 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.7%"
"11:28:10.015 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.9%"
"11:28:15.058 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.9%"
"11:28:20.059 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.8%"
"11:28:25.020 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.8%"
"11:28:30.026 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.8%"
"11:28:35.030 -> Soil: 86.0% | Temp: 31.8°C | Hum: 70.8%"
"11:28:40.034 -> Soil: 85.0% | Temp: 31.7°C | Hum: 70.8%"
"11:28:45.044 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.7%"
"11:28:50.042 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.5%"
"11:28:55.037 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.7%"
"11:29:00.051 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.7%"
"11:29:05.050 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.9%"
"11:29:10.045 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.7%"
"11:29:15.025 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.7%"
"11:29:20.057 -> Soil: 85.0% | Temp: 31.7°C | Hum: 70.6%"
"11:29:25.046 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.6%"
"11:29:30.028 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.7%"
"11:29:35.052 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.5%"
"11:29:40.052 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.9%"
"11:29:45.047 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.8%"
"11:29:50.052 -> Soil: 85.0% | Temp: 31.7°C | Hum: 70.6%"
"11:29:55.012 -> Soil: 85.0% | Temp: 31.7°C | Hum: 70.9%"
"11:30:00.057 -> Soil: 86.0% | Temp: 31.8°C | Hum: 70.8%"
"11:30:05.032 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.8%"
"11:30:10.049 -> Soil: 85.0% | Temp: 31.7°C | Hum: 70.6%"
"11:30:15.023 -> Soil: 86.0% | Temp: 31.7°C | Hum: 71.0%"
"11:30:20.032 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.9%"
"11:30:25.031 -> Soil: 86.0% | Temp: 31.7°C | Hum: 71.1%"
"11:30:30.019 -> Soil: 85.0% | Temp: 31.7°C | Hum: 70.9%"
"11:30:35.027 -> Soil: 85.0% | Temp: 31.7°C | Hum: 70.8%"
"11:30:40.030 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.7%"
"11:30:45.025 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.9%"
"11:30:50.025 -> Soil: 85.0% | Temp: 31.7°C | Hum: 70.8%"
"11:30:55.031 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.9%"
"11:31:00.043 -> Soil: 86.0% | Temp: 31.8°C | Hum: 70.7%"
"11:31:05.046 -> Soil: 86.0% | Temp: 31.8°C | Hum: 70.9%"
"11:31:10.048 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.9%"
"11:31:15.044 -> Soil: 86.0% | Temp: 31.7°C | Hum: 70.6%"
"11:31:20.026 -> Soil: 86.0% | Temp: 31.7°C | Hum: 71.0%"
"11:31:25.016 -> Soil: 85.0% | Temp: 31.7°C | Hum: 70.9%"
"11:31:30.015 -> Soil: 85.0% | Temp: 31.7°C | Hum: 71.1%"
"11:31:35.020 -> Soil: 85.0% | Temp: 31.7°C | Hum: 70.7%"
"11:31:40.018 -> Soil: 85.0% | Temp: 31.7°C | Hum: 71.3%"
"11:31:45.021 -> Soil: 86.0% | Temp: 31.7°C | Hum: 71.2%"
"11:31:50.025 -> Soil: 86.0% | Temp: 31.7°C | Hum: 71.0%"
"11:31:55.034 -> Soil: 85.0% | Temp: 31.7°C | Hum: 71.0%"
"11:32:00.041 -> Soil: 86.0% | Temp: 31.7°C | Hum: 71.0%"
"11:32:05.045 -> Soil: 85.0% | Temp: 31.7°C | Hum: 71.0%"
"11:32:10.045 -> Soil: 85.0% | Temp: 31.8°C | Hum: 71.0%"
"11:32:15.045 -> Soil: 85.0% | Temp: 31.8°C | Hum: 71.0%"
"11:32:20.010 -> Soil: 85.0% | Temp: 31.7°C | Hum: 71.3%"
"11:32:25.010 -> Soil: 85.0% | Temp: 31.7°C | Hum: 71.2%"
"11:32:30.037 -> Soil: 85.0% | Temp: 31.7°C | Hum: 71.4%"
"11:32:35.023 -> Soil: 85.0% | Temp: 31.8°C | Hum: 71.0%"
"11:32:40.027 -> Soil: 85.0% | Temp: 31.7°C | Hum: 71.3%"
"11:32:45.038 -> Soil: 85.0% | Temp: 31.7°C | Hum: 71.5%"
"11:32:50.036 -> Soil: 85.0% | Temp: 31.7°C | Hum: 71.3%"
"11:32:55.102 -> Soil: 85.0% | Temp: 25.0°C | Hum: 60.0%"
"11:33:00.032 -> Soil: 86.0% | Temp: 31.7°C | Hum: 71.3%"
"11:33:05.025 -> Soil: 85.0% | Temp: 31.7°C | Hum: 71.7%"
"11:33:10.040 -> Soil: 85.0% | Temp: 31.7°C | Hum: 71.8%"
"11:33:15.011 -> Soil: 85.0% | Temp: 31.8°C | Hum: 71.7%"
"11:33:20.024 -> Soil: 86.0% | Temp: 31.8°C | Hum: 71.7%"
"11:33:25.017 -> Soil: 86.0% | Temp: 31.7°C | Hum: 71.7%"
"11:33:30.039 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.1%"
"11:33:35.014 -> Soil: 85.0% | Temp: 31.8°C | Hum: 71.9%"
"11:33:40.031 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.0%"
"11:33:45.028 -> Soil: 85.0% | Temp: 31.8°C | Hum: 71.9%"
"11:33:50.045 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.0%"
"11:33:55.016 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.0%"
"11:34:00.027 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.1%"
"11:34:05.012 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.4%"
"11:34:10.041 -> Soil: 86.0% | Temp: 31.8°C | Hum: 72.1%"
"11:34:15.051 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.1%"
"11:34:20.021 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.1%"
"11:34:25.040 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.0%"
"11:34:30.009 -> Soil: 85.0% | Temp: 31.8°C | Hum: 71.9%"
"11:34:35.024 -> Soil: 85.0% | Temp: 31.8°C | Hum: 71.9%"
"11:34:40.042 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.0%"
"11:34:45.018 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.1%"
"11:34:50.038 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.1%"
"11:34:55.045 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.1%"
"11:35:00.044 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.1%"
"11:35:05.046 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.1%"
"11:35:10.007 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.0%"
"11:35:15.014 -> Soil: 85.0% | Temp: 31.8°C | Hum: 71.9%"
"11:35:20.007 -> Soil: 86.0% | Temp: 31.8°C | Hum: 72.2%"
"11:35:25.023 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.4%"
"11:35:30.045 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.2%"
"11:35:35.021 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.1%"
"11:35:40.035 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.2%"
"11:35:45.047 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.3%"
"11:35:50.010 -> Soil: 86.0% | Temp: 31.9°C | Hum: 72.3%"
"11:35:55.027 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.5%"
"11:36:00.037 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.5%"
"11:36:05.014 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.8%"
"11:36:10.033 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.8%"
"11:36:15.045 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.8%"
"11:36:20.017 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.7%"
"11:36:25.042 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.7%"
"11:36:30.008 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.8%"
"11:36:35.021 -> Soil: 85.0% | Temp: 31.8°C | Hum: 73.2%"
"11:36:40.037 -> Soil: 85.0% | Temp: 31.8°C | Hum: 73.1%"
"11:36:45.006 -> Soil: 85.0% | Temp: 31.8°C | Hum: 73.2%"
"11:36:50.023 -> Soil: 85.0% | Temp: 31.8°C | Hum: 73.0%"
"11:36:55.038 -> Soil: 86.0% | Temp: 31.8°C | Hum: 72.6%"
"11:37:00.005 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.4%"
"11:37:05.037 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.7%"
"11:37:10.009 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.4%"
"11:37:15.023 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.6%"
"11:37:20.034 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.8%"
"11:37:25.008 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"11:37:30.019 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.9%"
"11:37:35.037 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"11:37:40.009 -> Soil: 85.0% | Temp: 31.8°C | Hum: 73.0%"
"11:37:45.027 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"11:37:50.038 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.9%"
"11:37:55.009 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.8%"
"11:38:00.016 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.7%"
"11:38:05.024 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"11:38:10.034 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.6%"
"11:38:15.006 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.4%"
"11:38:20.017 -> Soil: 84.0% | Temp: 31.8°C | Hum: 72.4%"
"11:38:25.001 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.3%"
"11:38:30.018 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.1%"
"11:38:35.034 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.3%"
"11:38:40.009 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.0%"
"11:38:45.026 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.2%"
"11:38:50.042 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.1%"
"11:38:55.012 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.1%"
"11:39:00.031 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.2%"
"11:39:05.007 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.3%"
"11:39:10.037 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.6%"
"11:39:15.021 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.3%"
"11:39:20.002 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.5%"
"11:39:25.027 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.2%"
"11:39:30.038 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.5%"
"11:39:35.006 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.5%"
"11:39:40.031 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.6%"
"11:39:45.008 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.6%"
"11:39:50.037 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.8%"
"11:39:55.006 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.6%"
"11:40:00.043 -> Soil: 84.0% | Temp: 31.8°C | Hum: 72.8%"
"11:40:05.019 -> Soil: 85.0% | Temp: 31.8°C | Hum: 73.0%"
"11:40:10.002 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.8%"
"11:40:15.020 -> Soil: 85.0% | Temp: 31.8°C | Hum: 73.0%"
"11:40:20.035 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.8%"
"11:40:25.003 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.9%"
"11:40:30.019 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.7%"
"11:40:35.033 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.8%"
"11:40:40.008 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.4%"
"11:40:45.034 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.8%"
"11:40:50.007 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.9%"
"11:40:55.040 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.4%"
"11:41:00.025 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.8%"
"11:41:05.006 -> Soil: 85.0% | Temp: 31.8°C | Hum: 73.0%"
"11:41:10.023 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.0%"
"11:41:15.038 -> Soil: 85.0% | Temp: 31.8°C | Hum: 73.1%"
"11:41:20.022 -> Soil: 85.0% | Temp: 31.8°C | Hum: 73.1%"
"11:41:25.005 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.2%"
"11:41:30.030 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.8%"
"11:41:35.008 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.1%"
"11:41:40.024 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.2%"
"11:41:45.006 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.3%"
